Pieza	Peso	Largo	Calibre	Calidad
700	3.455	0.6096	3-4	Premium
701	3.75	0.635	3-4	Premium
702	4		3-4	Premium
703	3.3		3-4	Premium
704	3.525	0.6096	3-4	Premium
705	3.345	0.5842	3-4	Premium
706	3.345	0.5588	3-4	Premium
707	3.45		3-4	Premium
708	3.85		3-4	Premium
709	3.77	0.6604	3-4	Premium
710	3.8		3-4	Premium
711	3.665	0.6096	3-4	Premium
712	3.87	0.635	3-4	Premium
713	3.705	0.635	3-4	Premium
714	3.985	0.6096	3-4	Premium
715	3.9		3-4	Premium
716	3.95		3-4	Premium
717	3.245	0.6096	3-4	Premium
718	3.6		3-4	Premium
719	3.65		3-4	Premium
720	3.9	0.635	3-4	Premium
721	3.25		3-4	Premium
722	3.29	0.6096	3-4	Premium
723	3.9		3-4	Premium
724	3.88	0.635	3-4	Premium
725	3.8		3-4	Premium
726	3.65		3-4	Premium
727	3.1		3-4	Premium
728	3.45		3-4	Premium
729	3.85		3-4	Premium
730	3.8		3-4	Premium
731	3.15		3-4	Premium
732	3.95		3-4	Premium
733	3.98	0.635	3-4	Premium
734	3.85		3-4	Premium
735	3.85		3-4	Premium
736	3.6		3-4	Premium
737	3.4		3-4	Premium
738	3.15		3-4	Premium
739	4		3-4	Premium
740	3.87	0.6096	3-4	Premium
741	3.4		3-4	Premium
742	3.4		3-4	Premium
743	3.815	0.635	3-4	Premium
744	3.79	0.6096	3-4	Premium
745	3.4		3-4	Premium
746	3.7		3-4	Premium
747	3.23	0.6604	3-4	Premium
748	3.75		3-4	Premium
749	3.8		3-4	Premium
750	4		3-4	Premium
751	3.23	0.635	3-4	Premium
752	3.25		3-4	Premium
753	3.845	0.6604	3-4	Premium
754	3.83	0.6604	3-4	Premium
755	3.255	0.5588	3-4	Premium
756	3.6		3-4	Premium
757	3.765	0.635	3-4	Premium
758	3.79	0.5842	3-4	Premium
759	3.6		3-4	Premium
760	3.65	0.6096	3-4	Premium
761	3.405	0.635	3-4	Premium
762	3.1	0.5588	3-4	Premium
763	3.94	0.6096	3-4	Premium
764	3.98	0.635	3-4	Premium
765	3.915	0.635	3-4	Premium
766	3.74	0.635	3-4	Premium
767	3.925	0.635	3-4	Premium
768	3.175	0.6096	3-4	Premium
769	3.575	0.6096	3-4	Premium
770	3.275	0.5842	3-4	Premium
771	3.455	0.6096	3-4	Premium
772	3.625	0.6604	3-4	Premium
773	3.545	0.5588	3-4	Premium
774	3.875	0.635	3-4	Premium
775	3.41	0.6096	3-4	Premium
776	3.7		3-4	Premium
777	3.85		3-4	Premium
778	3.45		3-4	Premium
779	3.5		3-4	Premium
780	3.55		3-4	Premium
781	3.95		3-4	Premium
782	3.7		3-4	Premium
783	3.25		3-4	Premium
784	3.25		3-4	Premium
785	3.95		3-4	Premium
786	3.9		3-4	Premium
787	3.95		3-4	Premium
788	3.55		3-4	Premium
789	3.7		3-4	Premium
790	3.9		3-4	Premium
791	3.5		3-4	Premium
792	3.05		3-4	Premium
793	3.95		3-4	Premium
794	3.7		3-4	Premium
795	3.75		3-4	Premium
796	3.95		3-4	Premium
797	3.7		3-4	Premium
798	3.905	0.635	3-4	Premium
799	3.75		3-4	Premium
800	3.6		3-4	Premium
801	3.95		3-4	Premium
802	3.905	0.635	3-4	Premium
803	3.8		3-4	Premium
804	3.585	0.6096	3-4	Premium
805	3.41	0.5842	3-4	Premium
806	3.95		3-4	Premium
807	3.215	0.5588	3-4	Premium
808	3.55		3-4	Premium
809	3.445	0.6096	3-4	Premium
810	3.9		3-4	Premium
811	3.015	0.5842	3-4	Premium
812	3.8		3-4	Premium
813	3.91	0.6096	3-4	Premium
814	3.835	0.6604	3-4	Premium
815	3.3		3-4	Premium
816	3.905	0.6604	3-4	Premium
817	3.85		3-4	Premium
818	3.6		3-4	Premium
819	3.23	0.6604	3-4	Premium
820	3.615	0.6096	3-4	Premium
821	3.675	0.635	3-4	Premium
822	3.65		3-4	Premium
823	3.8		3-4	Premium
824	3.85		3-4	Premium
825	3.755	0.6858	3-4	Premium
826	3.48	0.6604	3-4	Premium
827	3.65	0.6604	3-4	Premium
828	3.775	0.6096	3-4	Premium
829	3.8		3-4	Premium
830	3.7	0.5842	3-4	Premium
831	3.7		3-4	Premium
832	3.15		3-4	Premium
833	3.5		3-4	Premium
834	3.555	0.5842	3-4	Premium
835	3.55		3-4	Premium
836	3.55		3-4	Premium
837	3.4		3-4	Premium
838	3.285	0.6096	3-4	Premium
839	3.14	0.6096	3-4	Premium
840	3.615	0.6604	3-4	Premium
841	3.295	0.5588	3-4	Premium
842	3.81	0.7112	3-4	Premium
843	3.875	0.635	3-4	Premium
844	3.085	0.5842	3-4	Premium
845	3.805	0.635	3-4	Premium
846	3.52	0.6604	3-4	Premium
847	3.85		3-4	Premium
848	3.1		3-4	Premium
849	3.7		3-4	Premium
850	3		3-4	Premium
851	3.505	0.6096	3-4	Premium
852	3.665	0.635	3-4	Premium
853	3.3	0.5842	3-4	Premium
854	3.345	0.6096	3-4	Premium
855	3.87	0.635	3-4	Premium
856	3.93	0.6604	3-4	Premium
857	3.585	0.6096	3-4	Premium
858	3.875	0.6096	3-4	Premium
859	3.835	0.635	3-4	Premium
860	3.575	0.6604	3-4	Premium
861	3.76	0.635	3-4	Premium
862	3.775	0.6096	3-4	Premium
863	3.92	0.6096	3-4	Premium
864	3.925	0.635	3-4	Premium
865	3.935	0.6096	3-4	Premium
866	3.605	0.635	3-4	Premium
867	3.2		3-4	Premium
868	3.43	0.5334	3-4	Premium
869	3.26	0.6096	3-4	Premium
870	3		3-4	Premium
871	3.15		3-4	Premium
872	3.3		3-4	Premium
873	3.9		3-4	Premium
874	3.55		3-4	Premium
875	3.815	0.5842	3-4	Premium
876	3.35	0.635	3-4	Premium
877	3.7		3-4	Premium
878	3		3-4	Premium
879	3.75		3-4	Premium
880	3.85		3-4	Premium
881	3.765	0.5588	3-4	Premium
882	4		3-4	Premium
883	4		3-4	Premium
884	4		3-4	Premium
885	3.6		3-4	Premium
886	3.92	0.6604	3-4	Premium
887	3.27	0.5842	3-4	Premium
888	3.46	0.635	3-4	Premium
889	3.3	0.6096	3-4	Premium
890	3.8		3-4	Premium
891	3.85		3-4	Premium
892	3.915	0.635	3-4	Premium
893	3.95		3-4	Premium
894	3.15	0.508	3-4	Premium
895	3.13	0.6096	3-4	Premium
896	3.915	0.6604	3-4	Premium
897	3.345	0.635	3-4	Premium
898	3.64	0.6096	3-4	Premium
899	3.615	0.5842	3-4	Premium
900	3.415	0.635	3-4	Premium
901	3.96	0.6858	3-4	Premium
902	3.685	0.6096	3-4	Premium
903	3.77	0.635	3-4	Premium
904	3.9	0.6604	3-4	Premium
905	3.925	0.635	3-4	Premium
906	3.64	0.6096	3-4	Premium
907	3.855	0.635	3-4	Premium
908	3.7	0.6096	3-4	Premium
909	3.47	0.6096	3-4	Premium
910	3.575	0.5842	3-4	Premium
911	3.36	0.5588	3-4	Premium
912	3.465	0.635	3-4	Premium
913	3.84	0.5842	3-4	Premium
914	3.725	0.6096	3-4	Premium
915	3.715	0.5842	3-4	Premium
916	3.325	0.635	3-4	Premium
917	3.835	0.6096	3-4	Premium
918	3.78	0.5842	3-4	Premium
919	3.915	0.6096	3-4	Premium
920	3.27	0.5842	3-4	Premium
921	3.645	0.635	3-4	Premium
922	3.445	0.6096	3-4	Premium
923	3.895	0.5588	3-4	Premium
924	3.5		3-4	Premium
925	3.785	0.635	3-4	Premium
926	3.85	0.635	3-4	Premium
927	3.98	0.635	3-4	Premium
928	3.165	0.5842	3-4	Premium
929	3.885	0.635	3-4	Premium
930	3.955	0.635	3-4	Premium
931	4		3-4	Premium
932	3.48	0.6096	3-4	Premium
933	3.87	0.6096	3-4	Premium
934	3.9		3-4	Premium
935	3.945	0.6604	3-4	Premium
936	3.945	0.635	3-4	Premium
937	3.9		3-4	Premium
938	3.75		3-4	Premium
939	3.78	0.6096	3-4	Premium
940	3.9		3-4	Premium
941	3.75		3-4	Premium
942	3.49	0.635	3-4	Premium
943	3.65		3-4	Premium
944	3.75		3-4	Premium
945	3.25		3-4	Premium
946	3.725	0.6604	3-4	Premium
947	3.9		3-4	Premium
948	3.65		3-4	Premium
949	3.55		3-4	Premium
950	3.55		3-4	Premium
951	3.75		3-4	Premium
952	3.325	0.5842	3-4	Premium
953	3.4		3-4	Premium
954	3.5		3-4	Premium
955	3.5		3-4	Premium
956	3.55		3-4	Premium
957	3.6		3-4	Premium
958	3.29	0.5588	3-4	Premium
959	3.86	0.635	3-4	Premium
960	3.59	0.6096	3-4	Premium
961	3.875	0.635	3-4	Premium
962	3.9		3-4	Premium
963	3.775	0.635	3-4	Premium
964	3.75		3-4	Premium
965	3.2		3-4	Premium
966	3.8		3-4	Premium
967	3.5	0.6604	3-4	Premium
968	3.1		3-4	Premium
969	3.3		3-4	Premium
970	3.83	0.6096	3-4	Premium
971	3.785	0.5842	3-4	Premium
972	3.87	0.635	3-4	Premium
973	3.9	0.635	3-4	Premium
974	3.925	0.6096	3-4	Premium
975	3.805	0.635	3-4	Premium
976	3.65		3-4	Premium
977	3.505	0.6096	3-4	Premium
978	3.335	0.6096	3-4	Premium
979	3.645	0.6604	3-4	Premium
980	3.93	0.6096	3-4	Premium
981	3.98	0.635	3-4	Premium
982	3.565	0.635	3-4	Premium
983	3.82	0.6096	3-4	Premium
984	3.755	0.6604	3-4	Premium
985	3.4	0.635	3-4	Premium
986	3.625	0.635	3-4	Premium
987	3.89	0.6096	3-4	Premium
988	3.18	0.6096	3-4	Premium
989	3.81	0.5842	3-4	Premium
990	3.425	0.635	3-4	Premium
991	3.05	0.5842	3-4	Premium
992	3.28	0.6096	3-4	Premium
993	3.565	0.5842	3-4	Premium
994	3.365	0.6096	3-4	Premium
995	3.98	0.6604	3-4	Premium
996	3.88	0.6096	3-4	Premium
997	3.86	0.635	3-4	Premium
998	3.785	0.635	3-4	Premium
999	3.985	0.635	3-4	Premium
1000	3.475	0.6096	3-4	Premium
1001	3.435	0.6604	3-4	Premium
1002	3.65		3-4	Premium
1003	3.815	0.635	3-4	Premium
1004	3.4		3-4	Premium
1005	3.445	0.635	3-4	Premium
1006	3.945	0.6858	3-4	Premium
1007	3.15	0.6096	3-4	Premium
1008	3.755	0.6604	3-4	Premium
1009	3.25		3-4	Premium
1010	3.25		3-4	Premium
1011	3.31	0.6096	3-4	Premium
1012	3.5		3-4	Premium
1013	3.445	0.6096	3-4	Premium
1014	3.15		3-4	Premium
1015	3.6		3-4	Premium
1016	3.955	0.635	3-4	Premium
1017	3.8		3-4	Premium
1018	3.35	0.635	3-4	Premium
1019	3.705	0.6604	3-4	Premium
1020	3.7		3-4	Premium
1021	3.6		3-4	Premium
1022	3.75		3-4	Premium
1023	3.15		3-4	Premium
1024	3.6		3-4	Premium
1025	3.95		3-4	Premium
1026	3.1		3-4	Premium
1027	3.95	0.6096	3-4	Premium
1028	3.455	0.635	3-4	Premium
1029	3.17	0.5842	3-4	Premium
1030	3.95		3-4	Premium
1031	3.45		3-4	Premium
1032	3.9		3-4	Premium
1033	3.95		3-4	Premium
1034	3.935	0.635	3-4	Premium
1035	4	0.6604	3-4	Premium
1036	3.56	0.5588	3-4	Premium
1037	3.45		3-4	Premium
1038	3.89	0.6096	3-4	Premium
1039	3.85		3-4	Premium
1040	3.9		3-4	Premium
1041	3.55		3-4	Premium
1042	3.75		3-4	Premium
1043	3.79	0.6096	3-4	Premium
1044	3.895	0.635	3-4	Premium
1045	3.295	0.6096	3-4	Premium
1046	3.96	0.635	3-4	Premium
1047	3.3		3-4	Premium
1048	3.79	0.6604	3-4	Premium
1049	3.6		3-4	Premium
1050	3.9		3-4	Premium
1051	3.4		3-4	Premium
1052	3.2	0.5588	3-4	Premium
1053	3.7		3-4	Premium
1054	3.76	0.6096	3-4	Premium
1055	3.265	0.508	3-4	Premium
1056	3.7		3-4	Premium
1057	3.9		3-4	Premium
1058	3.55		3-4	Premium
1059	3.5		3-4	Premium
1060	3.85		3-4	Premium
1061	3.8		3-4	Premium
1062	3.405	0.635	3-4	Premium
1063	3.95		3-4	Premium
1064	3.8		3-4	Premium
1065	3.56	0.6858	3-4	Premium
1066	3.55		3-4	Premium
1067	3.84	0.635	3-4	Premium
1068	3.1	0.6096	3-4	Premium
1069	3.45		3-4	Premium
1070	3.8		3-4	Premium
1071	3.7		3-4	Premium
1072	3.25		3-4	Premium
1073	3.95		3-4	Premium
1074	3.875	0.635	3-4	Premium
1075	3.85		3-4	Premium
1076	3.2		3-4	Premium
1077	3.17	0.5842	3-4	Premium
1078	3.57	0.6096	3-4	Premium
1079	3.8		3-4	Premium
1080	3.89	0.6604	3-4	Premium
1081	3.235	0.6096	3-4	Premium
1082	3.835	0.635	3-4	Premium
1083	3.585	0.6096	3-4	Premium
1084	3.795	0.6858	3-4	Premium
1085	3.885	0.5842	3-4	Premium
1086	3.385	0.5842	3-4	Premium
1087	3.93	0.635	3-4	Premium
1088	3.79	0.6096	3-4	Premium
1089	3.75		3-4	Premium
1090	3.7		3-4	Premium
1091	3.35		3-4	Premium
1092	3.955	0.635	3-4	Premium
1093	3.55		3-4	Premium
1094	3.83	0.635	3-4	Premium
1095	3.715	0.6604	3-4	Premium
1096	3.25		3-4	Premium
1097	3.75		3-4	Premium
1098	3.85	0.6096	3-4	Premium
1099	3.35	0.5842	3-4	Premium
1100	3.9		3-4	Premium
1101	3.5		3-4	Premium
1102	3.78	0.6096	3-4	Premium
1103	4	0.6096	3-4	Premium
1104	3.95		3-4	Premium
1105	3.815	0.6604	3-4	Premium
1106	3.5		3-4	Premium
1107	3.985	0.6604	3-4	Premium
1108	3.18	0.6096	3-4	Premium
1109	3.78	0.635	3-4	Premium
1110	3.55	0.635	3-4	Premium
1111	3.905	0.635	3-4	Premium
1112	3.225	0.5842	3-4	Premium
1113	3.755	0.6096	3-4	Premium
1114	3.405	0.6096	3-4	Premium
1115	3.915	0.6604	3-4	Premium
1116	4	0.6604	3-4	Premium
1117	3.59	0.6604	3-4	Premium
1118	3.34	0.5842	3-4	Premium
1119	3.64	0.635	3-4	Premium
1120	3.275	0.5842	3-4	Premium
1121	3.91	0.6604	3-4	Premium
1122	3.53	0.635	3-4	Premium
1123	3.27	0.6096	3-4	Premium
1124	3.995	0.6604	3-4	Premium
1125	3.79	0.6096	3-4	Premium
1126	3.245	0.635	3-4	Premium
1127	3.305	0.381	3-4	Premium
1128	3.14	0.6096	3-4	Premium
1129	3.525	0.6096	3-4	Premium
1130	3.915	0.6096	3-4	Premium
1131	3.825	0.6096	3-4	Premium
1132	3.815	0.635	3-4	Premium
1133	3.235	0.635	3-4	Premium
1134	3.565	0.6096	3-4	Premium
1135	3.335	0.635	3-4	Premium
1136	3.095	0.6096	3-4	Premium
1137	3.915	0.6604	3-4	Premium
1138	3.4	0.635	3-4	Premium
1139	3.48	0.6604	3-4	Premium
1140	3.89	0.635	3-4	Premium
1141	3.04	0.5588	3-4	Premium
1142	3.85	0.6604	3-4	Premium
1143	3.925	0.6604	3-4	Premium
1144	3.025	0.635	3-4	Premium
1145	3.685	0.635	3-4	Premium
1146	3.55	0.6096	3-4	Premium
1147	3.56	0.635	3-4	Premium
1148	3.38	0.6604	3-4	Premium
1149	3.6	0.5842	3-4	Premium
1150	3.34	0.5842	3-4	Premium
1151	3.72	0.635	3-4	Premium
1152	3.11	0.635	3-4	Premium
1153	4	0.6858	3-4	Premium
1154	3.655	0.6604	3-4	Premium
1155	3.67	0.6604	3-4	Premium
1156	3.71	0.635	3-4	Premium
1157	3.825	0.635	3-4	Premium
1158	3.915	0.5588	3-4	Premium
1159	3.845	0.6604	3-4	Premium
1160	3.965	0.635	3-4	Premium
1161	3.36	0.635	3-4	Premium
1162	3.205	0.6096	3-4	Premium
1163	3.29	0.5842	3-4	Premium
1164	3.07	0.5842	3-4	Premium
1165	3.935	0.5842	3-4	Premium
1166	3.04	0.6096	3-4	Premium
1167	3.23	0.635	3-4	Premium
1168	3.29	0.5842	3-4	Premium
1169	3.105	0.635	3-4	Premium
1170	3.685	0.635	3-4	Premium
1171	3.365	0.635	3-4	Premium
1172	3.845	0.6604	3-4	Premium
1173	3.78	0.635	3-4	Premium
1174	3.41	0.6096	3-4	Premium
1175	3.215	0.6096	3-4	Premium
1176	3.86	0.6604	3-4	Premium
1177	4	0.6604	3-4	Premium
1178	3.93	0.635	3-4	Premium
1179	3.15	0.5842	3-4	Premium
1180	3.07	0.6096	3-4	Premium
1181	4	0.635	3-4	Premium
1182	3.76	0.635	3-4	Premium
1183	3.88	0.635	3-4	Premium
1184	3.685	0.635	3-4	Premium
1185	3.975	0.6096	3-4	Premium
1186	3.7	0.6096	3-4	Premium
1187	3.82	0.635	3-4	Premium
1188	3.275	0.508	3-4	Premium
1189	3.585	0.6096	3-4	Premium
1190	3.64	0.635	3-4	Premium
1191	3.64	0.6604	3-4	Premium
1192	3.93	0.6096	3-4	Premium
1193	3.05	0.5842	3-4	Premium
1194	3.345	0.5588	3-4	Premium
1195	3.2	0.6096	3-4	Premium
1196	3.455	0.635	3-4	Premium
1197	3.085	0.635	3-4	Premium
1198	3.395	0.5842	3-4	Premium
1199	3.985	0.6604	3-4	Premium
1200	3.98	0.6604	3-4	Premium
1201	3.74	0.6604	3-4	Premium
1202	3.975	0.6604	3-4	Premium
1203	3.285	0.6096	3-4	Premium
1204	3.51	0.635	3-4	Premium
1205	3.165	0.6096	3-4	Premium
1206	3.895	0.6604	3-4	Premium
1207	3.79	0.635	3-4	Premium
1208	3.795	0.635	3-4	Premium
1209	3.795	0.635	3-4	Premium
1210	3.92	0.635	3-4	Premium
1211	3.375	0.6604	3-4	Premium
1212	3.315	0.6096	3-4	Premium
1213	3.98	0.635	3-4	Premium
1214	3.6	0.6096	3-4	Premium
1215	3.93	0.635	3-4	Premium
1216	3.985	0.635	3-4	Premium
1217	3.535	0.635	3-4	Premium
1218	3.945	0.6604	3-4	Premium
1219	3.985	0.6096	3-4	Premium
1220	3.51	0.5842	3-4	Premium
1221	3.025	0.5588	3-4	Premium
1222	3.49	0.635	3-4	Premium
1223	3.31	0.5842	3-4	Premium
1224	3.715	0.6096	3-4	Premium
1225	3.28	0.635	3-4	Premium
1226	3.67	0.6096	3-4	Premium
1227	3.98	0.635	3-4	Premium
1228	3.05	0.6096	3-4	Premium
1229	3.695	0.635	3-4	Premium
1230	3.87	0.635	3-4	Premium
1231	3.475	0.6096	3-4	Premium
1232	3.38	0.5842	3-4	Premium
1233	3.74	0.635	3-4	Premium
1234	3.745	0.635	3-4	Premium
1235	3.045	0.5588	3-4	Premium
1236	3.68	0.6604	3-4	Premium
1237	3.94	0.5842	3-4	Premium
1238	3		3-4	Premium
1239	4.12	0.6604	4.0-4.5	Premium
1240	4.46	0.635	4.0-4.5	Premium
1241	4.18	0.6096	4.0-4.5	Premium
1242	4.02	0.635	4.0-4.5	Premium
1243	4.16	0.6096	4.0-4.5	Premium
1244	4.455	0.6604	4.0-4.5	Premium
1245	4.32	0.6096	4.0-4.5	Premium
1246	4.375	0.6096	4.0-4.5	Premium
1247	4.4	0.635	4.0-4.5	Premium
1248	4.325	0.635	4.0-4.5	Premium
1249	4.17	0.6604	4.0-4.5	Premium
1250	4.03	0.635	4.0-4.5	Premium
1251	4.42	0.6604	4.0-4.5	Premium
1252	4.145	0.6096	4.0-4.5	Premium
1253	4.49	0.6858	4.0-4.5	Premium
1254	4.23	0.635	4.0-4.5	Premium
1255	4.185	0.6604	4.0-4.5	Premium
1256	4.12	0.6604	4.0-4.5	Premium
1257	4.415	0.6604	4.0-4.5	Premium
1258	4.24	0.6858	4.0-4.5	Premium
1259	4.13	0.6604	4.0-4.5	Premium
1260	4.385	0.6604	4.0-4.5	Premium
1261	4.43	0.635	4.0-4.5	Premium
1262	4.36	0.635	4.0-4.5	Premium
1263	4.475	0.6604	4.0-4.5	Premium
1264	4.05	0.635	4.0-4.5	Premium
1265	4.47	0.6858	4.0-4.5	Premium
1266	4.135	0.635	4.0-4.5	Premium
1267	4.28	0.635	4.0-4.5	Premium
1268	4.4	0.635	4.0-4.5	Premium
1269	4.11	0.635	4.0-4.5	Premium
1270	4.405	0.635	4.0-4.5	Premium
1271	4.345	0.635	4.0-4.5	Premium
1272	4.36	0.6096	4.0-4.5	Premium
1273	4.31	0.6096	4.0-4.5	Premium
1274	4.365	0.6604	4.0-4.5	Premium
1275	4.345	0.6604	4.0-4.5	Premium
1276	4.235	0.6858	4.0-4.5	Premium
1277	4.34	0.635	4.0-4.5	Premium
1278	4.18	0.6858	4.0-4.5	Premium
1279	4.03	0.5842	4.0-4.5	Premium
1280	4.455	0.635	4.0-4.5	Premium
1281	4.415	0.6604	4.0-4.5	Premium
1282	4.15		4.0-4.5	Premium
1283	4.13	0.6604	4.0-4.5	Premium
1284	4.4	0.6858	4.0-4.5	Premium
1285	4.045	0.6096	4.0-4.5	Premium
1286	4.435	0.6096	4.0-4.5	Premium
1287	4.35		4.0-4.5	Premium
1288	4.43	0.6858	4.0-4.5	Premium
1289	4.45		4.0-4.5	Premium
1290	4.5		4.0-4.5	Premium
1291	4.085	0.635	4.0-4.5	Premium
1292	4.05	0.6604	4.0-4.5	Premium
1293	4.26	0.6858	4.0-4.5	Premium
1294	4.465	0.5842	4.0-4.5	Premium
1295	4.4		4.0-4.5	Premium
1296	4.415	0.6604	4.0-4.5	Premium
1297	4.3		4.0-4.5	Premium
1298	4.495	0.635	4.0-4.5	Premium
1299	4.45	0.6604	4.0-4.5	Premium
1300	4.135	0.635	4.0-4.5	Premium
1301	4.265	0.6604	4.0-4.5	Premium
1302	4.3		4.0-4.5	Premium
1303	4.21	0.6096	4.0-4.5	Premium
1304	4.42	0.5842	4.0-4.5	Premium
1305	4.3		4.0-4.5	Premium
1306	4.425	0.6604	4.0-4.5	Premium
1307	4.445	0.635	4.0-4.5	Premium
1308	4.5		4.0-4.5	Premium
1309	4.4		4.0-4.5	Premium
1310	4.035	0.6604	4.0-4.5	Premium
1311	4.225	0.6604	4.0-4.5	Premium
1312	4.405	0.6604	4.0-4.5	Premium
1313	4.345	0.635	4.0-4.5	Premium
1314	4.385	0.635	4.0-4.5	Premium
1315	4.315	0.635	4.0-4.5	Premium
1316	4.345	0.635	4.0-4.5	Premium
1317	4.14	0.635	4.0-4.5	Premium
1318	4.245	0.6604	4.0-4.5	Premium
1319	4.455	0.6604	4.0-4.5	Premium
1320	4.085	0.635	4.0-4.5	Premium
1321	4.255	0.635	4.0-4.5	Premium
1322	4.35		4.0-4.5	Premium
1323	4.4		4.0-4.5	Premium
1324	4.45	0.635	4.0-4.5	Premium
1325	4.31	0.6858	4.0-4.5	Premium
1326	4.335	0.635	4.0-4.5	Premium
1327	4.4		4.0-4.5	Premium
1328	4.2		4.0-4.5	Premium
1329	4.18	0.635	4.0-4.5	Premium
1330	4.465	0.635	4.0-4.5	Premium
1331	4.035	0.6096	4.0-4.5	Premium
1332	4.06	0.635	4.0-4.5	Premium
1333	4.23	0.635	4.0-4.5	Premium
1334	4.495	0.6604	4.0-4.5	Premium
1335	4.115	0.635	4.0-4.5	Premium
1336	4	0.6858	4.0-4.5	Premium
1337	4.395	0.5842	4.0-4.5	Premium
1338	4.41	0.6604	4.0-4.5	Premium
1339	4.39	0.6604	4.0-4.5	Premium
1340	4.35		4.0-4.5	Premium
1341	4.27	0.6604	4.0-4.5	Premium
1342	4.4		4.0-4.5	Premium
1343	4.44	0.6604	4.0-4.5	Premium
1344	4.25		4.0-4.5	Premium
1345	4.255	0.635	4.0-4.5	Premium
1346	4		4.0-4.5	Premium
1347	4.325	0.6096	4.0-4.5	Premium
1348	4.215	0.635	4.0-4.5	Premium
1349	4.45		4.0-4.5	Premium
1350	4.2		4.0-4.5	Premium
1351	4.05		4.0-4.5	Premium
1352	4.19	0.6604	4.0-4.5	Premium
1353	4.47	0.6604	4.0-4.5	Premium
1354	4.38	0.6858	4.0-4.5	Premium
1355	4.005	0.5842	4.0-4.5	Premium
1356	4.04	0.6858	4.0-4.5	Premium
1357	4.105	0.6858	4.0-4.5	Premium
1358	4.105	0.6858	4.0-4.5	Premium
1359	4.1		4.0-4.5	Premium
1360	4.395	0.635	4.0-4.5	Premium
1361	4.265	0.635	4.0-4.5	Premium
1362	4.3		4.0-4.5	Premium
1363	4.45		4.0-4.5	Premium
1364	4.06	0.6096	4.0-4.5	Premium
1365	4.1		4.0-4.5	Premium
1366	4.2		4.0-4.5	Premium
1367	4.3		4.0-4.5	Premium
1368	4.35		4.0-4.5	Premium
1369	4.41	0.635	4.0-4.5	Premium
1370	4.15		4.0-4.5	Premium
1371	4.25		4.0-4.5	Premium
1372	4		4.0-4.5	Premium
1373	4.305	0.6096	4.0-4.5	Premium
1374	4.245	0.6096	4.0-4.5	Premium
1375	4.38	0.6604	4.0-4.5	Premium
1376	4.3		4.0-4.5	Premium
1377	4.35	0.6604	4.0-4.5	Premium
1378	4.165	0.6096	4.0-4.5	Premium
1379	4.3		4.0-4.5	Premium
1380	4.45		4.0-4.5	Premium
1381	4.32	0.6604	4.0-4.5	Premium
1382	4.02	0.6604	4.0-4.5	Premium
1383	4.35		4.0-4.5	Premium
1384	4		4.0-4.5	Premium
1385	4.2		4.0-4.5	Premium
1386	4.15		4.0-4.5	Premium
1387	4.45		4.0-4.5	Premium
1388	4.45		4.0-4.5	Premium
1389	4.45		4.0-4.5	Premium
1390	4.45	0.6604	4.0-4.5	Premium
1391	4.2		4.0-4.5	Premium
1392	4.25		4.0-4.5	Premium
1393	4.225	0.6604	4.0-4.5	Premium
1394	4.015	0.635	4.0-4.5	Premium
1395	4.36	0.635	4.0-4.5	Premium
1396	4.135	0.6096	4.0-4.5	Premium
1397	4.05		4.0-4.5	Premium
1398	4.1		4.0-4.5	Premium
1399	4.455	0.6858	4.0-4.5	Premium
1400	4.5		4.0-4.5	Premium
1401	4.225	0.635	4.0-4.5	Premium
1402	4.305	0.635	4.0-4.5	Premium
1403	4.1		4.0-4.5	Premium
1404	4.31	0.6604	4.0-4.5	Premium
1405	4.39	0.635	4.0-4.5	Premium
1406	4.14	0.635	4.0-4.5	Premium
1407	4.015	0.6096	4.0-4.5	Premium
1408	4.3		4.0-4.5	Premium
1409	4.3		4.0-4.5	Premium
1410	4.48	0.6604	4.0-4.5	Premium
1411	4.1		4.0-4.5	Premium
1412	4.14	0.635	4.0-4.5	Premium
1413	4.415	0.6858	4.0-4.5	Premium
1414	4.365	0.6096	4.0-4.5	Premium
1415	4.13	0.6604	4.0-4.5	Premium
1416	4.48	0.7112	4.0-4.5	Premium
1417	4.42	0.635	4.0-4.5	Premium
1418	4.48	0.635	4.0-4.5	Premium
1419	4.445	0.6604	4.0-4.5	Premium
1420	4.195	0.635	4.0-4.5	Premium
1421	4.355	0.635	4.0-4.5	Premium
1422	4.17	0.6604	4.0-4.5	Premium
1423	4.08	0.6096	4.0-4.5	Premium
1424	4.16	0.635	4.0-4.5	Premium
1425	4.4		4.0-4.5	Premium
1426	4.28	0.635	4.0-4.5	Premium
1427	4.245	0.635	4.0-4.5	Premium
1428	4.475	0.635	4.0-4.5	Premium
1429	4.23	0.6604	4.0-4.5	Premium
1430	4.105	0.635	4.0-4.5	Premium
1431	4.265	0.6096	4.0-4.5	Premium
1432	4.27	0.635	4.0-4.5	Premium
1433	4.205	0.6604	4.0-4.5	Premium
1434	4.36	0.6858	4.0-4.5	Premium
1435	4.44	0.6858	4.0-4.5	Premium
1436	4.435	0.6858	4.0-4.5	Premium
1437	4.265	0.6604	4.0-4.5	Premium
1438	4.295	0.6604	4.0-4.5	Premium
1439	4.265	0.6604	4.0-4.5	Premium
1440	4.125	0.5842	4.0-4.5	Premium
1441	4.48	0.6604	4.0-4.5	Premium
